6000000 0.05
-1.98294 0.15001 -1.21549
-2.03043 0.15001 -1.44466
-2.80888 0.15025 -0.262316
-2.0389 0.150278 -1.45577
-2.03472 0.15001 -1.37428
-2.85329 0.150272 0.0855027
-2.04586 0.150249 -1.3933
-2.85329 0.150272 0.0855027
-2.65147 0.15001 -0.549047
-2.85228 0.150297 0.162596
-2.85176 0.150307 0.197903
-2.85143 0.150308 0.243964
-2.81581 0.150335 0.817529
-2.85143 0.150308 0.243959
-2.81581 0.150335 0.817529
-2.85152 0.150308 0.23311
-2.81434 0.150334 1.64043
-2.80478 0.150334 1.02741
-2.80475 0.150335 0.961221
-2.85054 0.150334 1.35036
-2.80476 0.150335 0.960619
-2.85054 0.150334 1.35036
-2.83873 0.150335 0.67791
-2.80829 0.150334 1.60939
-2.81274 0.150334 1.55462
-2.84517 0.150334 1.47024
-2.81183 0.150334 1.62209
-2.84533 0.150334 1.46962
-2.81183 0.150334 1.62209
-2.81734 0.150335 0.806544
-2.8417 0.166276 2.6775
-2.83608 0.150335 1.76874
-2.82429 0.150335 1.72869
-2.82025 0.150335 1.71424
-2.8242 0.150335 1.72841
-2.82025 0.150335 1.71424
-2.85052 0.150334 1.33074
-2.84051 0.150005 2.7929
-2.84954 0.186939 2.0002
-2.84894 0.150335 1.81211
-2.8459 0.218398 2.55658
-2.84888 0.150335 1.81111
-2.8459 0.218398 2.55658
-2.84639 0.21759 2.55005
-2.8443 0.223142 2.58592
-2.84743 0.23784 2.54275
-2.84698 0.220781 2.54642
-2.8434 0.211057 2.60284
-2.84697 0.220621 2.54666
-2.8434 0.211057 2.60284
-2.84785 0.193535 2.43658
-2.84301 0.204339 2.61197
-2.8421 0.182155 2.6455
-2.84185 0.173288 2.66197
-2.8431 0.150169 2.73521
-2.84185 0.17321 2.66212
-2.8431 0.150169 2.73521
-2.84145 0.149982 2.75919
-2.84145 0.149987 2.77028
-2.84154 0.153878 2.71756
-2.84159 0.159507 2.69623
-2.84075 0.150004 2.79204
-2.84159 0.159495 2.69626
-2.84075 0.150004 2.79204
-2.83678 0.150024 2.80668
-2.84145 0.149996 2.78453
-2.84139 0.150001 2.78981
-2.83939 0.150011 2.79702
-2.84154 0.153742 2.71819
-2.83939 0.150011 2.79702
-2.01423 0.15023 -1.47375
-2.03931 0.15001 -1.32222
-2.10809 0.150259 -0.996639
-2.02093 0.150259 -1.50483
-2.0389 0.150278 -1.45577
-2.86201 0.150292 0.022404
-2.01927 0.150231 -1.47897
-2.86201 0.150292 0.022404
-2.86166 0.150292 0.0254059
-2.85634 0.150281 0.0621389
-2.85356 0.150273 0.0806102
