1000 0.1
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.798519 0.150335 -1.64353
-0.808892 0.150335 -1.59589
-0.798519 0.150335 -1.64353
-0.808892 0.150335 -1.59589
-0.795413 0.150335 -1.64845
-0.801422 0.150335 -1.64082
-0.801571 0.150335 -1.64101
-0.781154 0.150335 -1.67018
-0.801571 0.150335 -1.64101
-0.781154 0.150335 -1.67018
-0.801228 0.150335 -1.64113
-0.788392 0.150335 -1.85108
-0.823523 0.150302 -1.62724
-0.822339 0.150301 -1.62899
-0.826348 0.150335 -1.62228
-0.822351 0.150301 -1.62898
-0.826348 0.150335 -1.62228
-2.10968 0.150335 -1.53072
-1.06718 0.150335 -1.99865
-0.998748 0.150335 -1.92897
-0.818877 0.150335 -1.81728
-1.0554 0.150335 -1.97959
-0.814831 0.150335 -1.80968
-1.0554 0.150335 -1.97959
-2.1088 0.150335 -1.53269
-1.37671 0.150335 -1.92903
-1.06283 0.150335 -1.9907
-1.04236 0.150335 -1.97124
-1.04734 0.150335 -1.96664
-1.0435 0.150335 -1.9725
-1.04734 0.150335 -1.96664
-0.986702 0.150335 -1.47364
-1.75764 0.150335 -1.95061
-0.992407 0.150335 -1.82898
-1.06984 0.150335 -1.85562
-1.31282 0.150335 -1.81649
-1.07039 0.150335 -1.85576
-1.31283 0.150335 -1.81649
-0.992047 0.150335 -1.9231
-1.45017 0.150335 -1.9449
-1.45289 0.150335 -2.01942
-1.44985 0.150335 -2.01695
-1.48583 0.150335 -2.04543
-1.44982 0.150335 -2.01693
-1.48583 0.150335 -2.04543
-1.38644 0.150335 -1.95028
-1.66012 0.150335 -1.64189
-1.72286 0.150335 -2.02306
-1.71014 0.150335 -2.03975
-2.1151 0.150335 -2.64095
-1.7101 0.150335 -2.03977
-2.1151 0.150335 -2.64095
-1.69567 0.150335 -2.04078
-2.71537 0.150335 -1.40813
-2.71293 0.150335 -1.40144
-2.7152 0.150335 -1.40721
-2.71542 0.150335 -1.40846
-2.71518 0.150335 -1.40716
-2.71542 0.150335 -1.40846
-1.7527 0.150335 -1.91365
-2.71504 0.150335 -1.40651
-2.5338 0.150335 -2.27715
-2.49235 0.150335 -2.24146
-2.71476 0.150335 -1.40539
-2.49235 0.150335 -2.24146
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-1.04992 0.150335 -1.40549
-0.801636 0.150335 -1.64078
-0.801422 0.150335 -1.64082
-0.78644 0.150335 -1.6622
-0.802002 0.150335 -1.64045
-0.78644 0.150335 -1.6622
-0.798144 0.150335 -1.64389
-1.00742 0.150335 -1.83251
-0.823944 0.150302 -1.62636
-0.823523 0.150302 -1.62724
-0.751623 0.150335 -1.73235
-0.825089 0.150304 -1.62499
-0.751623 0.150335 -1.73235
-0.795862 0.150335 -1.64782
-1.05022 0.150335 -1.85291
-0.989951 0.150335 -1.92172
-0.998748 0.150335 -1.92897
-1.02526 0.150335 -1.95357
-1.00077 0.150335 -1.93077
-1.02526 0.150335 -1.95357
-0.81248 0.150303 -1.63579
-1.52526 0.150335 -2.05359
-0.991684 0.150335 -1.92286
-1.06283 0.150335 -1.9907
-1.05338 0.150335 -1.9765
-0.992529 0.150335 -1.92351
-1.05338 0.150335 -1.9765
-0.78162 0.150335 -1.84668
-1.85434 0.150335 -2.0572
-1.43376 0.150335 -2.00411
-0.992407 0.150335 -1.82898
-1.46947 0.150335 -2.03305
-1.08328 0.150335 -1.71111
-1.46947 0.150335 -2.03305
-1.47736 0.150335 -2.00954
-1.75564 0.150335 -1.96678
-1.46185 0.150335 -2.02683
-1.45289 0.150335 -2.01942
-1.48677 0.150335 -2.04628
-1.45919 0.150335 -2.02458
-1.48677 0.150335 -2.04628
-1.51023 0.150335 -2.05423
-2.43261 0.150335 -2.18807
-1.7558 0.150335 -1.96618
-1.72286 0.150335 -2.02306
-2.49495 0.150335 -2.26817
-1.73984 0.150335 -1.98723
-2.49495 0.150335 -2.26817
-1.54384 0.150335 -1.96387
-2.71394 0.150335 -1.40224
-2.71293 0.150335 -1.40099
-2.71293 0.150335 -1.40144
-2.71473 0.150335 -1.40533
-2.71294 0.150335 -1.39935
-2.71473 0.150335 -1.40533
-1.59823 0.150335 -1.55341
-2.49905 0.150335 -2.28313
-2.71287 0.150335 -1.40024
-2.5338 0.150335 -2.27715
-2.71466 0.150335 -1.4051
-2.71287 0.150335 -1.40024
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808897 0.150335 -1.59588
-0.808892 0.150335 -1.59589
-0.808897 0.150335 -1.59588
-0.8904 0.150335 -1.52614
-0.808915 0.150335 -1.59585
-0.801993 0.150335 -1.64047
-0.801636 0.150335 -1.64078
-0.785792 0.150335 -1.66321
-0.801988 0.150335 -1.64047
-0.785792 0.150335 -1.66321
-0.798329 0.150335 -1.64368
-1.01806 0.150335 -1.94718
-0.827676 0.150335 -1.62237
-0.823944 0.150302 -1.62636
-0.915509 0.150335 -1.52839
-0.825227 0.150304 -1.62475
-0.915509 0.150335 -1.52839
-0.819114 0.1503 -1.63343
-1.06385 0.150335 -1.85641
-0.978908 0.150335 -1.91796
-0.989951 0.150335 -1.92172
-0.993097 0.150335 -1.92439
-1.00147 0.150335 -1.93133
-0.993097 0.150335 -1.92439
-0.806247 0.150335 -1.65497
-1.46413 0.150335 -1.94244
-0.993036 0.150335 -1.92434
-0.991684 0.150335 -1.92286
-0.946308 0.150335 -1.81235
-0.992371 0.150335 -1.92334
-0.946308 0.150335 -1.81235
-0.793803 0.150335 -1.85497
-1.64301 0.150335 -2.00831
-1.07162 0.150335 -1.71488
-1.43376 0.150335 -2.00411
-1.47235 0.150335 -1.94932
-1.44928 0.150335 -2.01648
-1.47235 0.150335 -1.94932
-1.47856 0.150335 -2.03987
-2.71533 0.150335 -1.40804
-1.46608 0.150335 -2.03033
-1.46185 0.150335 -2.02683
-1.49754 0.150335 -2.0539
-1.46628 0.150335 -2.0305
-1.49754 0.150335 -2.0539
-1.50625 0.150335 -1.96546
-2.71563 0.150335 -1.41004
-1.70951 0.150335 -2.04044
-1.7558 0.150335 -1.96618
-2.71578 0.150335 -1.40989
-1.75138 0.150335 -1.975
-2.71578 0.150335 -1.40989
-1.75589 0.150335 -1.95918
-2.71527 0.150335 -1.40749
-2.7129 0.150335 -1.40191
-2.71293 0.150335 -1.40099
-2.71495 0.150335 -1.40619
-2.7129 0.150335 -1.40191
-2.71495 0.150335 -1.40619
-1.7146 0.150335 -1.74986
-2.46846 0.150335 -2.17244
-2.71286 0.150335 -1.40023
-2.71287 0.150335 -1.40024
-2.71415 0.150335 -1.40302
-2.71286 0.150335 -1.40023
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.808892 0.150335 -1.59589
-0.985492 0.150335 -1.40545
-0.808892 0.150335 -1.59589
-0.985492 0.150335 -1.40545
-0.808892 0.150335 -1.59589
-0.893727 0.150335 -1.50335
-0.800314 0.150335 -1.64186
-0.801993 0.150335 -1.64047
-0.772025 0.150335 -1.68118
-0.801028 0.150335 -1.64137
-0.772025 0.150335 -1.68118
-0.799297 0.150335 -1.64259
-1.00675 0.150335 -1.937
-0.822335 0.150301 -1.629
-0.827676 0.150335 -1.62237
-0.735923 0.150335 -1.769
-0.817719 0.1503 -1.6334
-0.735923 0.150335 -1.769
-0.793167 0.150335 -1.65249
-0.910463 0.150335 -1.7944
-1.00185 0.150335 -1.93299
-0.978908 0.150335 -1.91796
-1.06349 0.150335 -1.99526
-1.01489 0.150335 -1.94383
-1.06351 0.150335 -1.99528
-0.736869 0.150335 -1.76419
-1.42974 0.150335 -2.00094
-1.01257 0.150335 -1.94177
-0.993036 0.150335 -1.92434
-1.04276 0.150335 -1.95895
-1.00768 0.150335 -1.93771
-1.04276 0.150335 -1.95895
-0.766764 0.150335 -1.83265
-1.68521 0.150335 -1.75184
-1.01207 0.150335 -1.8343
