1000 0.1
-1.84127 0.15001 -2.36949
-2.18827 0.15001 -2.70032
-1.76567 0.15001 -2.19584
-1.47604 0.15001 -2.34228
-1.9752 0.15001 -1.73736
-0.706132 0.15001 1.49437
-2.63555 0.15001 -0.41311
-2.81152 0.15001 0.609695
-2.14328 0.15001 -0.369921
-2.45444 0.15001 1.32087
-1.90629 0.15001 -2.84999
-2.67719 0.15001 -2.6896
-2.57647 0.15001 -2.4112
-2.13803 0.15001 -2.17919
-2.82774 0.15001 -1.76548
-2.76962 0.15001 -1.38709
-2.59736 0.15001 -0.658614
-2.80607 0.15001 -0.563286
-2.81927 0.15001 1.93662
-2.4196 0.15001 2.79042
-2.0925 0.15001 -2.84999
-2.84999 0.15001 -2.63652
-2.21888 0.15001 -2.35114
-1.49546 0.15001 -0.792837
-2.78402 0.15001 -2.14057
-2.21011 0.15001 -0.574776
-1.31651 0.15001 0.383643
-1.58132 0.15001 0.524152
-2.70125 0.15001 2.35305
-2.82875 0.15001 2.1496
-2.00517 0.15001 -2.69269
-2.52369 0.15001 -2.58701
-2.35325 0.15001 -2.24222
-2.84958 0.15001 -1.56875
-2.8482 0.15001 -1.21879
-2.67149 0.15001 -1.63781
-2.83285 0.15001 -0.86562
-2.7739 0.15001 0.278708
-2.73427 0.15001 1.34062
-2.42495 0.15001 1.93725
-1.22445 0.15001 -2.42333
-1.02895 0.15001 -1.48181
-1.26516 0.15001 -0.94474
-1.4401 0.15001 -1.87619
-1.56742 0.15001 -2.00747
-0.76806 0.357852 1.94329
-2.68726 0.15001 -1.12457
-2.68221 0.15001 -0.159825
-2.38386 0.15001 0.350825
-2.8494 0.15001 2.82606
-2.6155 0.15001 -2.84999
-1.22933 0.15001 -2.08146
-2.03965 0.15001 -2.38519
-2.71862 0.15001 -2.51666
-2.65772 0.15001 -1.8601
-2.39773 0.15001 -1.39845
-2.60196 0.15001 -1.44969
-2.72946 0.15001 1.53251
-2.63013 0.15001 2.00852
-2.63054 0.15001 2.65233
-1.74041 0.15001 -2.52338
-2.16392 0.15001 -2.523
-2.34374 0.15001 -2.60995
-2.39458 0.15001 -2.42622
-2.51246 0.15001 -1.73868
-2.15666 0.15001 -1.74484
-2.47116 0.15001 -1.56539
-2.50159 0.15001 -0.2762
-2.74689 0.15001 0.801779
-2.42239 0.15001 2.29653
-2.29534 0.15001 -2.84641
-1.92856 0.15001 -2.53102
-1.82254 0.15001 -2.68792
-2.74333 0.15001 -2.32454
-2.81909 0.15001 -1.9561
-2.32896 0.15001 -1.67333
-2.33561 0.15001 -0.00938214
-2.82454 0.15001 -0.0342876
-2.67798 0.15001 1.80542
-2.8263 0.15001 2.59394
-1.28678 0.15001 -1.78651
-1.41561 0.15001 -2.1224
-1.58157 0.15001 -2.18952
-2.56049 0.15001 -2.23474
-2.43767 0.15001 -2.089
-2.6046 0.15001 -0.873632
-2.37404 0.15001 -0.816778
-2.58026 0.15001 -1.27029
-2.34142 0.15001 0.901708
-2.40172 0.15001 1.63637
-1.13213 0.15001 -2.26676
-2.46004 0.15001 -2.7614
