6000000 0.05
-1.70937 0.15001 -0.80182
-1.61478 0.15001 -0.815658
-2.04104 0.15001 -0.116821
-1.93702 0.15001 -0.527961
-1.97206 0.15001 -0.515292
-2.77363 0.15001 0.937845
-1.9722 0.15001 -0.514939
-2.77363 0.15001 0.937845
-2.56948 0.15001 0.450794
-2.83866 0.150278 1.01704
-2.84999 0.15001 1.10685
-2.83501 0.15001 1.11633
-2.84999 0.15001 1.258
-2.83501 0.15001 1.11633
-2.84999 0.15001 1.258
-2.83567 0.15001 1.05944
-2.85773 0.150334 1.72804
-2.83637 0.15001 1.4021
-2.82303 0.150206 1.40567
-2.76725 0.150273 1.48061
-2.82302 0.150206 1.40558
-2.76725 0.150273 1.48061
-1.28984 0.15978 1.31106
-2.73261 0.150329 1.98057
-2.80015 0.150336 1.87523
-2.83639 0.150335 1.81097
-2.73289 0.15033 1.98688
-2.83682 0.150335 1.8101
-2.73289 0.15033 1.98688
-1.68692 0.160251 1.59586
-2.85157 0.150276 2.25555
-2.73267 0.150329 1.98365
-2.73158 0.150327 1.97426
-2.73311 0.15033 1.98889
-2.73162 0.150327 1.9741
-2.73311 0.15033 1.98889
-1.53564 0.15012 1.83253
-2.85526 0.15032 2.59582
-2.77032 0.150335 2.07796
-2.80127 0.150335 2.12361
-2.87014 0.150271 2.25171
-2.80161 0.150335 2.12418
-2.87014 0.150271 2.25171
-2.78024 0.1503 1.90889
-2.87583 0.150275 2.44176
-2.862 0.15025 2.33978
-2.86148 0.150251 2.3362
-2.873 0.150244 2.37665
-2.86147 0.150251 2.33617
-2.873 0.150244 2.37665
-2.82535 0.150281 2.26146
-2.85141 0.150326 2.63498
-2.85609 0.150279 2.54297
-2.86516 0.150307 2.53176
-2.85116 0.150331 2.68297
-2.86516 0.150307 2.53175
-2.85116 0.150331 2.68297
-2.86618 0.150305 2.52578
-2.86331 0.150321 2.80153
-2.87202 0.150329 2.84246
-2.86812 0.150326 2.82316
-2.86351 0.150321 2.80241
-2.86809 0.150326 2.82305
-2.86351 0.150321 2.80241
-2.85472 0.150321 2.60029
-2.86495 0.150337 2.78592
-2.86195 0.150337 2.7683
-2.8583 0.150337 2.74537
-2.86127 0.150318 2.79262
-2.8583 0.150337 2.74537
-1.74986 0.15001 -0.751497
-1.60699 0.15001 -0.804345
-1.98097 0.15022 -0.428145
-1.88868 0.15001 -0.614811
-1.93702 0.15001 -0.527961
-2.66748 0.15001 0.640249
-1.90498 0.15001 -0.586164
-2.66748 0.15001 0.640249
-2.84625 0.15001 0.753549
-2.7408 0.15023 0.904798
-2.84999 0.15001 1.06693
-2.84999 0.15001 1.10685
-2.8358 0.15001 1.24868
-2.84999 0.15001 1.08183
-2.8358 0.15001 1.24868
-2.83524 0.15001 1.05163
-2.77168 0.150335 2.08066
-2.83616 0.15022 1.39864
-2.83637 0.15001 1.4021
-2.86103 0.150291 1.58492
-2.83621 0.15022 1.3953
-2.86103 0.150291 1.58492
-2.84999 0.15001 1.20876
-2.78638 0.150335 2.10497
-2.78758 0.150336 1.88968
-2.80015 0.150336 1.87523
-2.73332 0.150326 1.9683
-2.79645 0.150336 1.88277
-2.73332 0.150326 1.9683
-2.76368 0.150263 1.37478
-2.87684 0.150265 2.42019
-2.75023 0.150336 1.9423
-2.73267 0.150329 1.98365
-2.73296 0.15033 1.98759
-2.74637 0.150336 1.94749
-2.73296 0.15033 1.98759
-2.26241 0.150002 1.88885
-2.85104 0.150331 2.6534
-2.85597 0.15025 2.31939
-2.77032 0.150335 2.07796
-2.87003 0.150235 2.36051
-2.82519 0.150304 2.19266
-2.87003 0.150235 2.36051
-2.87666 0.150268 2.42848
-2.85637 0.150319 2.58731
-2.86771 0.150252 2.34972
-2.862 0.15025 2.33978
-2.87329 0.150245 2.37838
-2.86712 0.150251 2.34675
-2.87329 0.150245 2.37838
-2.87638 0.150258 2.40253
-2.8561 0.150337 2.73004
