1000 0.1
-2.84999 0.15001 -2.4408
-2.04694 0.15001 -1.92666
-2.38782 0.15001 -1.62812
-2.51102 0.15001 -2.45087
-2.4857 0.15001 -1.42341
-2.26081 0.15001 1.53704
-1.7946 0.15001 -0.106545
-2.82892 0.15001 2.577
-2.64561 0.15001 2.18467
-2.62546 0.15001 2.84381
-2.67762 0.15001 -2.32716
-1.62374 0.15001 -2.48164
-1.05386 0.30686 0.196674
-2.66649 0.15001 0.26259
-2.84999 0.15001 0.353363
-2.3638 0.15001 -0.0294118
-1.46715 0.15001 -0.454487
-2.84647 0.15001 2.81089
-2.84694 0.15001 0.853694
-1.8782 0.15001 2.79082
-1.94832 0.15001 -2.0604
-0.71768 0.15001 2.26068
-2.74194 0.15001 -0.796849
-1.96777 0.15001 -1.62135
-2.49813 0.15001 -1.20941
-2.40896 0.15001 -1.96375
-2.84999 0.15001 -0.138687
-2.8111 0.15001 1.07493
0.111194 0.15001 0.864125
-2.5641 0.15001 2.47174
-1.37372 0.15001 -1.65818
-0.822301 0.15001 0.396634
-1.85321 0.15001 -1.08799
-2.84999 0.15001 0.18582
-2.38255 0.15001 0.43011
-2.50897 0.15001 1.93156
0.0989274 0.15001 0.208807
-1.43577 0.15001 -0.772957
-2.38401 0.15001 0.771289
-1.22896 0.15001 1.29097
-2.83604 0.15001 -1.9007
-1.86248 0.15001 1.30389
-2.31356 0.15001 -1.80785
-1.51101 0.15001 -0.619635
0.849432 0.295902 -0.327365
-2.84994 0.15001 1.44135
-2.46591 0.381874 1.68083
0.263432 0.15001 0.300171
-2.77653 0.15001 0.0334718
-1.70624 0.15001 1.48716
-1.19078 0.15001 -2.84999
-1.19732 0.15001 -2.60188
-1.50673 0.15001 0.535031
1.17656 0.328053 -2.84737
-0.659146 0.15001 1.22862
-2.21183 0.15001 0.344621
-2.06587 0.15001 0.450615
-2.56391 0.15001 -0.33892
-2.60564 0.15001 0.996525
-2.83471 0.15001 1.63652
-2.69455 0.15001 -2.14463
-2.84999 0.15001 -1.16654
-0.919613 0.15001 -0.509327
-1.80202 0.15001 -1.59166
-2.49277 0.15001 -1.79019
-1.64914 0.15001 -0.750961
0.509017 0.290014 0.498241
0.107428 0.15001 0.40412
-1.29199 0.15001 0.803698
-0.494626 0.15001 1.17891
-0.672916 0.15001 -2.84907
-2.03317 0.15001 -0.174665
-2.84999 0.15001 -0.672086
-2.44632 0.15001 2.63202
-1.65033 0.15001 -0.5204
-1.05147 0.15001 0.0995974
-2.70516 0.15001 -0.420455
-0.774807 0.15001 0.853774
-2.54705 0.15001 -0.703421
-2.06576 0.15001 1.8494
0.629024 0.337527 -0.607896
-1.87134 0.15001 -0.274133
-2.84999 0.15001 -0.342707
-1.45701 0.15001 -2.17624
-1.61686 0.15001 -0.159619
-1.44316 0.15001 -0.116125
-2.84065 0.15001 2.09845
-2.69854 0.15001 0.445135
-0.446413 0.221295 -1.64159
-2.38401 0.15001 2.42029
-2.8448 0.15001 -1.71504
-0.949617 0.15001 -0.0917343
-2.06981 0.420649 1.03248
-0.83732 0.439459 1.47946
-1.60635 0.15001 -2.08065
-2.69641 0.15001 2.00509
-2.02079 0.15001 -1.2898
-1.5305 0.15001 -0.898994
-0.725852 0.15001 0.676579
-1.46632 0.15001 0.729156
-2.22028 0.15001 -2.68255
-1.72728 0.15001 -1.74732
-2.59567 0.15001 -1.60498
-1.46161 0.15001 -0.282884
-0.168229 0.15001 -0.451877
-0.370059 0.15001 0.749625
-2.26705 0.15001 1.18906
-1.40557 0.15001 0.33453
-1.88556 0.15001 1.11325
0.539534 0.15001 -0.972692
-0.72299 0.15001 -1.31053
-2.14115 0.15001 -2.49916
-2.84999 0.15001 -0.967081
-2.84999 0.15001 -2.07084
-1.7852 0.15001 -2.08985
0.437234 0.15001 0.385375
-1.00879 0.15001 -0.348235
0.568961 0.15001 0.188287
-2.6413 0.15001 1.52546
-1.04165 0.15001 1.47483
-1.03208 0.15001 -2.52983
-0.838821 0.15001 -2.84999
-1.21308 0.15001 -1.61799
-1.87498 0.15001 -2.2492
0.985224 0.15001 -0.333345
-2.13183 0.15001 -1.58895
0.401225 0.204922 0.202522
-2.10883 0.15001 -0.598414
-2.4121 0.15001 1.74229
0.233695 0.15001 0.651563
-0.647884 0.15001 -2.05232
-2.50845 0.15001 -2.27137
-1.23121 0.15001 0.127086
-1.3287 0.15001 -1.82914
-2.14388 0.15001 -0.347425
-2.3037 0.15001 0.146081
0.498619 0.15001 0.734286
-2.15129 0.15001 1.68491
-1.43768 0.15001 1.05705
-2.4041 0.15001 0.984405
-2.71222 0.15001 -2.74079
-2.59152 0.15001 -1.93473
-0.340757 0.15001 -0.647383
-2.08515 0.15001 -0.924318
-0.0622854 0.15001 -0.611138
0.742627 0.15001 -0.0193243
0.352167 0.15001 0.0437398
0.534813 0.286364 0.309572
-2.2083 0.15001 -0.0112938
-2.33788 0.15001 2.21312
-2.37707 0.15001 -2.84999
-1.817 0.15001 -2.56316
-2.84999 0.15001 -1.34027
-2.02563 0.15001 -0.753744
-2.41324 0.15001 0.265717
0.158051 0.15001 0.033666
-2.26734 0.15001 -0.903719
-2.84722 0.15001 -0.510323
-2.18769 0.15001 1.3401
-2.5406 0.15001 0.382658
