1000 0.1
-0.475015 0.150358 -2.50565
-2.0773 0.150336 1.76829
-1.53007 0.150336 -2.65812
-1.45182 0.150336 -1.33805
-0.474009 0.150357 -2.50384
-2.77273 0.150346 -2.25689
-0.563905 0.152569 -2.53634
-2.77273 0.150346 -2.25689
-1.98088 0.150335 -2.77663
-1.7505 0.150335 -1.38586
-2.31361 0.15033 -2.34285
-2.3672 0.150332 -2.24985
-2.08752 0.150333 -0.824344
-2.31051 0.150331 -2.33265
-2.06907 0.150332 -0.835346
-1.90939 0.150335 -2.73903
-2.10796 0.150336 -1.83965
-2.35694 0.150332 0.413478
-2.82471 0.150557 -2.35812
-0.845819 0.150772 -2.50398
-2.55616 0.150301 -2.22698
-0.845819 0.150772 -2.50398
-1.44649 0.150336 -0.0943134
-1.62644 0.149599 -0.702576
-1.31056 0.150336 -1.81009
-2.59842 0.150216 -2.34452
-2.56242 0.150215 -2.38931
-2.58839 0.150195 -2.3707
-2.56242 0.150215 -2.38931
-0.634381 0.150203 -2.18866
-2.03885 0.150335 -1.87722
-2.06193 0.150335 -2.44106
-0.981653 0.150299 -1.92908
-0.781078 0.152461 -2.49115
-1.29142 0.150336 -1.80935
-0.781078 0.152461 -2.49115
-2.70758 0.150243 -1.08557
-2.2912 0.150326 1.72966
-2.13708 0.150294 -1.73898
-1.46491 0.150342 -1.07642
-1.82891 0.150335 -2.25066
-1.46697 0.150342 -1.07845
-1.82891 0.150335 -2.25066
-1.64715 0.150336 0.245803
-1.7976 0.150335 0.181021
-2.24257 0.15076 -0.835643
-2.754 0.150335 -0.490724
-1.90177 0.150295 1.79458
-2.40536 0.163754 -0.690045
-1.89457 0.150294 1.7515
-1.79787 0.150335 0.181424
-1.98856 0.150334 -1.85703
-0.841398 0.151206 -2.52238
-0.949905 0.150343 -2.55929
-2.31141 0.150336 -1.13054
-1.03167 0.150338 -2.55315
-2.31085 0.150336 -1.13143
-1.79655 0.150335 0.181228
-2.19436 0.150336 1.36625
-1.94756 0.150335 -0.020173
-2.82224 0.150336 -0.121687
-2.75508 0.150335 -0.439392
-2.82137 0.150336 -0.127962
-2.75508 0.150335 -0.439392
-2.75508 0.150335 -0.439392
-2.75508 0.150335 -0.439392
-2.75508 0.150335 -0.439392
-2.75508 0.150335 -0.439392
-2.75508 0.150335 -0.439392
-2.75508 0.150335 -0.439392
-0.889835 0.150336 -1.92599
-1.17939 0.150336 0.747101
-1.53007 0.150336 -2.65812
-1.53007 0.150336 -2.65812
-1.45182 0.150336 -1.33805
-1.50956 0.150336 -2.63766
-1.53007 0.150336 -2.65812
-1.50956 0.150336 -2.63766
-2.71526 0.150349 -2.17683
-2.70041 0.150344 -2.15249
-1.50076 0.150336 1.21065
-2.31361 0.15033 -2.34285
0.761739 0.150362 1.0601
-1.77603 0.150335 -2.17844
0.761707 0.150362 1.06006
-2.7246 0.150347 -2.16555
-0.540411 0.150474 -2.46851
-1.82869 0.150335 -2.49056
-2.35694 0.150332 0.413478
-2.5547 0.150265 -2.27667
-2.56195 0.150335 0.389306
-2.5547 0.150265 -2.27667
-0.744443 0.15874 0.439128
-2.02527 0.150335 -1.86971
-0.814782 0.151316 -2.49157
-1.31056 0.150336 -1.81009
-1.48527 0.150342 -1.1057
-0.836306 0.15089 -2.49412
-1.48527 0.150342 -1.1057
-2.55065 0.1503 -2.25018
-2.69867 0.150245 -0.657923
-2.30286 0.150331 -2.37017
-2.06193 0.150335 -2.44106
-2.69325 0.150336 -1.89896
-2.3608 0.150335 -1.89587
-2.69325 0.150336 -1.89896
-1.93939 0.150302 -1.7674
-2.79925 0.150336 0.290055
-1.79822 0.150335 0.181102
-2.13708 0.150294 -1.73898
-2.81491 0.150336 -0.159039
-2.11455 0.150334 -0.601168
-2.81491 0.150336 -0.159039
-2.77012 0.150317 -0.296948
-2.64809 0.150306 0.864354
-2.50783 0.150314 -0.511124
-2.24257 0.15076 -0.835643
-1.06102 0.150335 -2.47979
-2.70549 0.150335 -0.517166
-1.06174 0.150335 -2.47928
-2.79313 0.150336 0.127991
-2.74732 0.213721 -0.808492
-2.09074 0.168701 -1.27978
-0.841398 0.151206 -2.52238
-2.76284 0.150326 0.701968
-2.5011 0.150328 -2.68262
-2.76284 0.150326 0.701964
-1.80824 0.150335 0.177696
-2.49352 0.163121 -0.74822
-2.75508 0.150335 -0.439392
-1.94756 0.150335 -0.020173
-2.75508 0.150335 -0.439392
-2.75508 0.150335 -0.439392
-2.75508 0.150335 -0.439392
-1.61087 0.150335 0.0310708
-2.75508 0.150335 -0.439392
-2.75508 0.150335 -0.439392
-2.75508 0.150335 -0.439392
-2.75508 0.150335 -0.439392
-2.75508 0.150335 -0.439392
-1.8406 0.150335 -0.119609
-1.62481 0.150306 -0.139584
-1.2243 0.150305 -2.55852
-1.9454 0.150336 -0.262722
-1.53007 0.150336 -2.65812
-1.21363 0.150302 -2.51743
-1.22855 0.150305 0.0219134
-1.21363 0.150302 -2.51743
-1.48718 0.150335 -2.19316
-2.29418 0.150336 0.540086
-0.755742 0.157016 0.405923
-1.50076 0.150336 1.21065
-2.36978 0.150331 -2.25771
-2.47061 0.150331 -2.74509
-2.36978 0.150331 -2.25771
-1.53186 0.150336 -2.6626
-0.911962 0.150335 -2.19441
-1.14886 0.150336 -2.51219
-1.82869 0.150335 -2.49056
-2.77976 0.150263 -2.56218
-2.4129 0.150318 -2.34554
-2.77976 0.150263 -2.56218
-1.08727 0.150335 -2.4628
-2.77222 0.150335 -1.33015
-1.54356 0.150337 -1.20251
-0.814782 0.151316 -2.49157
-0.846933 0.151096 -2.52408
-2.5894 0.150197 -2.36729
-0.852984 0.151023 -2.52685
-1.0459 0.150336 -0.20554
-2.83173 0.150328 0.613254
