7000 0.05
-1.06339 0.15001 -0.117801
-1.01632 0.15001 -0.240904
-1.46278 0.150281 0.488698
-1.13295 0.15001 0.0288496
-1.1635 0.15001 0.152679
-1.79535 0.15001 0.777439
-1.16106 0.15001 0.143198
-1.79535 0.15001 0.777439
-1.95533 0.15001 1.11071
-2.05358 0.15001 1.55698
-2.03938 0.15001 1.26893
-2.09015 0.15001 1.33292
-2.09691 0.15001 1.4111
-2.09118 0.15001 1.3352
-2.09692 0.15001 1.4111
-2.08303 0.15001 1.26256
-2.01611 0.15001 1.64119
-2.07642 0.15001 1.47609
-2.10264 0.15001 1.48935
-2.0484 0.15001 1.60983
-2.07318 0.15001 1.48928
-2.0484 0.15001 1.60983
-2.06209 0.15001 1.62382
-2.01161 0.15026 1.72658
-2.03982 0.15001 1.74272
-2.05037 0.15001 1.7784
-2.09393 0.150284 1.8366
-2.05025 0.15001 1.77657
-2.09393 0.150284 1.8366
-2.05095 0.15001 1.74846
-1.95477 0.150272 1.66646
-2.10665 0.150248 1.92205
-2.099 0.15028 1.85593
-2.0825 0.15001 1.81581
-2.10027 0.15028 1.8539
-2.0825 0.15001 1.81581
-1.02637 0.148088 2.00013
-2.07246 0.15001 1.81192
-2.07295 0.15001 1.84054
-2.12589 0.150286 1.86034
-2.10414 0.15001 1.88289
-2.09585 0.15001 1.86308
-2.10414 0.15001 1.88289
-2.11385 0.15001 2.05385
-2.06097 0.150234 2.08262
-2.09067 0.15001 1.95669
-2.10876 0.15001 1.91648
-2.07495 0.15001 1.94799
-2.10943 0.15001 1.91629
-2.07495 0.15001 1.94799
-2.09063 0.150512 2.28849
-2.10631 0.15001 2.17389
-2.08185 0.150221 2.05983
-2.08316 0.15001 2.04182
-2.11357 0.15001 2.11143
-2.0818 0.15001 2.04046
-2.11357 0.15001 2.11143
-2.13383 0.15001 2.3333
-2.1104 0.15001 2.1869
-2.15497 0.150319 2.34931
-2.15626 0.15035 2.26846
-2.18824 0.15001 2.55267
-2.15676 0.150349 2.2647
-2.18824 0.15001 2.55267
-2.20853 0.15001 2.70736
-2.15705 0.150275 2.57496
-2.17914 0.15001 2.80272
-2.17289 0.150174 2.82421
-2.16884 0.15001 2.78407
-2.17387 0.150175 2.82591
-0.790971 0.15001 -0.338604
-0.733772 0.15001 -0.461635
-1.18381 0.15001 0.248374
-1.08426 0.15001 -0.136873
-1.13295 0.15001 0.0288496
-1.30509 0.150262 0.285241
-1.0763 0.15001 -0.159751
-1.30509 0.150262 0.285241
-1.81184 0.15001 0.77615
-2.06078 0.150247 1.28975
-1.85866 0.15001 0.855658
-2.03938 0.15001 1.26893
-2.07568 0.15001 1.30564
-1.88639 0.15001 0.865343
-2.07568 0.15001 1.30564
-1.95141 0.15001 1.0419
-2.08049 0.15001 1.5391
-2.10247 0.15001 1.40687
-2.07642 0.15001 1.47609
-2.10343 0.15001 1.52031
-2.11416 0.15001 1.43134
-2.10343 0.15001 1.52031
-2.07311 0.15001 1.62209
-2.0155 0.150252 1.71564
-1.99307 0.15001 1.66318
-2.03982 0.15001 1.74272
-2.04202 0.15026 1.77424
-1.99023 0.15001 1.65706
-2.04202 0.15026 1.77424
-2.081 0.15001 1.83717
-1.96621 0.150259 1.62684
-1.94979 0.150272 1.68744
-2.10665 0.150248 1.92205
-2.08671 0.15001 1.87652
-1.99865 0.150259 1.72509
-2.08671 0.15001 1.87652
-2.10897 0.15001 1.87589
-2.04485 0.150229 1.7636
-2.07885 0.15001 1.82114
-2.07295 0.15001 1.84054
-2.09002 0.15001 1.9429
-2.07246 0.15001 1.81416
-2.09002 0.15001 1.9429
-2.08182 0.15001 1.98745
-2.08216 0.15001 1.93495
-2.06665 0.15029 2.12567
-2.09067 0.15001 1.95669
-2.08239 0.15001 2.00391
-2.06198 0.15001 2.06132
-2.08239 0.15001 2.00391
-1.86053 0.151325 2.40599
-2.07632 0.15001 2.1404
-2.10335 0.15001 2.12208
-2.08185 0.150221 2.05983
-2.14281 0.15001 2.26543
-2.10062 0.15001 2.13508
-2.14281 0.15001 2.26543
-2.17378 0.15001 2.46637
-2.14343 0.1502 2.4066
-2.17459 0.150223 2.54111
-2.15497 0.150319 2.34931
-2.1803 0.15001 2.78604
