7000 0.05
-0.84475 0.765306 -0.158321
-0.932503 0.748165 -0.163037
-0.975039 0.690764 0.0145412
-0.921572 0.68702 -0.0101127
-1.02041 0.737843 -0.286856
-1.00513 0.700602 -0.00804196
-0.933738 0.682857 0.0172679
-1.00513 0.700602 -0.00804196
-0.902456 0.642909 0.260481
-1.4808 0.702386 -0.163132
-1.2118 0.708289 -0.06504
-1.13502 0.702904 -0.0515654
-1.19853 0.665609 0.0250886
-1.34518 0.669158 -0.0453345
-1.19853 0.665609 0.025088
-0.758991 0.629328 0.543949
-1.13143 0.686084 -0.00952881
-0.986685 0.658976 0.391034
-1.13406 0.574042 0.505752
-0.607918 0.558969 0.671015
-1.15314 0.545675 0.662816
-0.607918 0.558969 0.671015
-0.209638 0.518551 0.731742
-0.510532 0.597819 0.506872
-0.644349 0.617936 0.501508
-0.208185 0.492076 0.850891
-0.201408 0.568744 0.634689
-0.371482 0.530131 0.71675
-0.201408 0.568744 0.634689
-0.230906 0.584681 0.504806
-0.530265 0.543682 0.818895
-0.529533 0.539803 0.832815
-0.556364 0.547533 0.820006
-0.42515 0.488739 0.902423
-0.549107 0.54541 0.806518
-0.42515 0.488739 0.902423
-0.371261 0.510715 0.842557
-0.521943 0.536634 0.842471
-0.468579 0.458148 1.01764
-0.515501 0.540863 0.829313
-0.476709 0.445468 1.05234
-0.466722 0.471854 0.975153
-0.476709 0.445468 1.05234
-0.431496 0.437186 1.06833
-0.565185 0.442017 1.09736
-0.612631 0.491913 1.00822
-0.508351 0.476936 1.00005
-0.367577 0.454177 1.09454
-0.514934 0.490968 0.940633
-0.367577 0.454177 1.09454
-0.407736 0.439132 1.07993
-0.78803 0.349415 1.3872
-0.441851 0.38384 1.38261
-1.00027 0.365227 1.46079
-0.508824 0.321649 1.51989
-0.408883 0.409734 1.23111
-0.508824 0.321649 1.51989
-0.413995 0.404354 1.21729
-0.902526 0.354684 1.53052
-1.04644 0.291141 1.70759
-0.769714 0.334122 1.52764
-0.993012 0.387846 1.3049
-0.596311 0.347814 1.40882
-0.993012 0.387846 1.3049
-0.966441 0.388163 1.37194
-0.932283 0.244383 1.8694
-0.967932 0.321004 1.64586
-0.843371 0.30345 1.70124
-0.884984 0.246222 1.81084
-1.02748 0.315898 1.58851
-0.579425 0.835934 -0.864211
-0.345369 0.911458 -0.39439
-1.11559 0.751256 -0.378636
-0.637092 0.849343 -0.888337
-0.921573 0.687019 -0.0101121
-0.908288 0.762252 -0.252064
-0.536923 0.845995 -0.271535
-0.908288 0.762252 -0.252064
-0.76115 0.724099 -0.0128948
-1.47151 0.732038 -0.431589
-1.27418 0.725293 -0.404817
-1.21178 0.708284 -0.0650279
-0.970057 0.640664 0.175695
-0.918833 0.674207 0.039162
-0.97006 0.640664 0.175692
-1.03137 0.659492 0.401355
-1.51862 0.734924 -0.174878
-1.31189 0.721307 -0.18742
-0.986688 0.658976 0.391034
-1.39099 0.680852 -0.111697
-1.24981 0.66012 0.0643517
-1.39099 0.680852 -0.111697
-0.655389 0.624785 0.467129
-1.6813 0.627274 0.0393414
-1.7359 0.63902 -0.019883
-0.644349 0.617936 0.501507
-1.07349 0.505887 0.69185
-1.02167 0.659177 0.399926
-1.07349 0.505887 0.69185
-0.559044 0.545645 0.818888
-1.30448 0.610941 0.440831
-1.54362 0.510922 0.70454
-0.529534 0.539803 0.832817
-1.1904 0.429237 0.967524
-1.255 0.471415 0.845697
-1.1904 0.429237 0.967524
-0.610275 0.492595 1.00874
-1.20418 0.493322 0.780764
-1.27471 0.377314 1.19437
-0.468579 0.458149 1.01763
-0.775879 0.399058 1.14988
-0.575301 0.512433 0.928387
-0.775879 0.399058 1.14988
-0.961487 0.365988 1.44776
-1.9287 0.427201 1.00333
-1.87022 0.393092 1.14478
-0.612632 0.491912 1.00822
-0.998166 0.40629 1.51843
-1.07207 0.39175 1.16276
-0.998166 0.40629 1.51843
-0.368135 0.383636 1.32173
-1.00469 0.400587 1.51639
-1.01302 0.398902 1.51178
-0.441851 0.383841 1.38261
-0.516892 0.352149 1.39065
-0.463495 0.373981 1.40974
-0.516892 0.352149 1.39065
-1.07264 0.36399 1.42419
-1.15544 0.266879 1.80892
-1.15438 0.279448 1.8147
-1.04644 0.291146 1.70758
-1.09119 0.318772 1.55672
-1.03891 0.37679 1.34521
-1.09119 0.318772 1.55672
-0.869905 0.3395 1.62625
