885 0.1
-2.33053 0.265541 1.97143
-1.84261 0.226507 2.24571
-0.527389 1.05455 -1.53259
-0.703054 1.0583 -1.61296
-0.384437 1.01501 -1.72591
-0.0438242 2.72904 -1.40595
-0.450412 1.0868 -1.62021
-0.495675 1.04196 -1.56887
-0.61723 1.04856 -1.54566
-1.82468 0.330305 2.84753
-0.437689 1.06703 -1.61411
-0.492741 1.04291 -1.57473
-0.71051 1.06881 -1.64842
-0.97483 1.08314 -1.41443
-1.48924 0.761443 -0.564526
-0.604066 0.336046 2.20633
-0.433322 1.06718 -1.60983
-0.488863 1.03989 -1.57961
-0.681196 1.03938 -1.60294
-1.50389 0.765946 -0.557124
-1.84845 0.236792 2.24277
-0.932195 1.03569 -1.71639
-1.14108 1.04077 -1.60089
-0.825592 0.321977 2.54241
-0.811266 1.07793 -1.73887
-2.47554 0.336977 1.80013
-1.01329 0.150324 2.68265
-0.617528 1.0484 -1.54586
-0.702774 1.0584 -1.59199
-0.492094 1.10763 -1.27435
-0.73535 3.27532 -1.90074
-0.709015 1.06332 -1.62433
-0.817531 1.07484 -1.73354
-0.823263 1.09024 -1.70732
-1.88989 0.153594 2.55185
-1.82468 0.330305 2.84753
-0.496909 1.10854 -1.25208
-0.391361 1.02999 -1.64753
-0.557551 0.374279 2.38616
-2.01816 0.153084 2.30185
-2.44271 0.164967 2.54755
-0.0971773 1.1826 -2.01531
-0.503681 1.11846 -1.28411
-0.496515 1.11472 -1.28426
-1.09846 2.91948 -2.05335
-0.0276535 0.267844 1.99415
-2.645 1.36347 2.6065
-1.88832 0.15122 2.54475
-0.129443 1.14516 -1.99158
-0.11446 1.17036 -2.00567
-0.502443 1.12134 -1.28984
-0.48001 1.09108 -1.16066
-0.75725 1.06387 -1.67839
-1.18844 0.859225 -0.611179
-0.472521 1.32432 -2.7725
-1.91569 0.285454 2.28157
-0.139451 1.14623 -1.99869
-0.184107 1.1389 -1.96261
-0.392236 1.02412 -1.64557
-0.50454 1.1201 -1.28677
-2.34104 1.13013 -0.543067
0.275419 2.3773 -1.77623
-1.10616 1.22109 -0.554558
-0.531596 0.752471 0.736808
-1.95084 0.736017 2.66481
-0.913305 0.150614 2.69914
-2.60731 0.546194 2.72559
-2.12434 0.149785 2.66109
-2.70331 0.290184 2.81966
-0.0812705 1.16981 -2.02956
-0.391307 1.03494 -1.65152
-0.0612409 1.15272 -2.1415
-0.152706 1.15679 -2.04072
-0.0815656 1.13891 -2.03553
-0.239908 1.17881 -2.08684
-0.104368 1.08662 -1.16139
-0.703022 1.0812 -1.78202
-1.88949 0.251742 2.24981
-0.229047 1.17652 -2.09097
-0.237101 1.04165 -1.7318
-0.0532729 1.15906 -2.13162
-0.104395 1.08661 -1.16133
-0.497101 1.11455 -1.28344
-1.94418 0.260936 2.32723
-0.226435 1.03842 -1.7199
-0.0712727 1.14465 -2.1378
-0.104406 1.0866 -1.16131
-0.301522 1.03068 -1.0847
-0.432216 0.149556 2.54981
-2.70509 0.280465 2.78059
-2.34744 0.35358 2.85017
-0.185164 1.04616 -1.69954
-0.058883 1.16097 -2.13622
-0.104394 1.08661 -1.16133
-0.498098 1.11973 -1.29872
-0.109634 1.18851 -2.07426
-2.1769 1.07087 -0.781349
-2.69725 0.272849 2.76987
-1.37151 0.342732 2.75561
-2.48949 0.706665 2.80063
-0.0977092 1.1843 -2.03282
-0.218609 1.04665 -1.70719
-0.0623911 1.19088 -2.12227
-0.104399 1.08661 -1.16132
-1.22467 1.009 -1.67711
-1.02655 1.31051 -0.50859
-1.37133 0.342536 2.75489
-0.133154 1.1406 -1.99863
-0.200161 1.05033 -1.71308
-0.093478 1.18817 -2.08126
-0.104392 1.08661 -1.16134
-1.36181 1.0313 -1.68871
-1.6275 1.06351 -1.89438
-0.627476 0.266747 2.68768
-2.70331 0.290185 2.81967
-2.48706 0.785365 2.82869
