644 0.1
-2.43816 0.150227 -1.46313
-2.73326 0.29446 -2.64806
-2.8117 0.309874 -2.61818
-2.63538 0.318571 -2.01707
-2.10052 0.276123 -0.368388
-0.586998 0.256199 -2.4565
-2.734 0.295071 -2.64722
-2.623 0.313156 -2.01579
-2.71027 0.346855 -2.03736
-2.63437 0.318115 -2.01695
-2.63437 0.318115 -2.01695
-2.63437 0.318115 -2.01695
-2.85265 0.303285 -2.49401
-2.83541 0.309943 -2.44821
-0.290108 0.322257 1.35401
1.85991 0.265809 0.427115
-2.81655 0.309383 -2.07839
-1.28514 0.261845 -0.413233
0.236986 0.298972 0.7684
-2.63341 0.317677 -2.01683
-2.62861 0.315524 -2.01633
-2.63437 0.318115 -2.01695
-2.63341 0.317677 -2.01683
-2.81355 0.312139 -2.08427
-2.63341 0.317677 -2.01683
-2.85344 0.303665 -2.5006
-2.63437 0.318115 -2.01695
-2.80592 0.330319 -2.07931
-2.63437 0.318115 -2.01695
-2.63437 0.318115 -2.01695
-1.35549 0.31037 0.155291
-2.82254 0.32378 -2.07857
-2.63437 0.318115 -2.01695
-2.63437 0.318115 -2.01695
-2.63437 0.318115 -2.01695
-2.63341 0.317677 -2.01683
-0.723403 0.310026 -0.643946
-2.62048 0.184818 -1.70278
-2.63532 0.318544 -2.01706
-2.73564 0.295636 -2.64801
-2.73399 0.295058 -2.64724
-2.63437 0.318115 -2.01695
-2.24101 0.289212 -2.15403
-1.55337 0.301001 -2.5881
0.194519 0.295643 0.406462
-2.65658 0.328211 -2.02049
-1.08539 0.307027 2.37213
-2.63437 0.318115 -2.01695
-2.63341 0.317677 -2.01683
-2.63437 0.318115 -2.01695
-2.67026 0.333978 -2.02348
0.194519 0.295643 0.406462
-0.23551 0.311234 -2.11291
-1.41419 0.24257 -0.833512
-2.6336 0.317764 -2.01685
-2.63719 0.319402 -2.01732
1.45964 0.150204 -0.0742678
0.194511 0.295648 0.406464
-1.4393 0.279061 -1.03422
0.194519 0.295643 0.406462
2.55324 0.311796 -2.62813
-2.85002 0.369841 -2.10408
2.46047 0.310453 1.3364
2.46047 0.310453 1.3364
-2.81569 0.311281 -2.08117
1.45964 0.150204 -0.0742678
-0.0716994 0.297271 0.416293
-2.63437 0.318115 -2.01695
-2.63437 0.318115 -2.01695
-0.993386 0.251456 -2.06665
-1.25919 0.320915 2.3242
2.46047 0.310453 1.3364
-0.844662 0.294268 -1.64152
-2.84955 0.3172 -2.05507
-1.41212 0.24375 -0.831886
-2.84248 0.321681 -2.05793
-0.879851 0.240831 -2.65144
-2.63437 0.318115 -2.01695
-0.40805 0.305468 0.241355
-2.63341 0.317677 -2.01683
0.194511 0.295647 0.406462
0.147146 0.452108 0.897803
1.12126 0.344748 -1.77159
2.46047 0.310453 1.3364
2.46047 0.310453 1.3364
-0.911541 0.298895 1.98017
-2.6702 0.272364 -1.52741
-0.875152 0.24421 -2.63968
-2.63341 0.317677 -2.01683
-2.63437 0.318115 -2.01695
-2.63341 0.317677 -2.01683
2.46047 0.310453 1.3364
-2.63341 0.317677 -2.01683
1.12126 0.344748 -1.77159
0.194519 0.295643 0.406462
-0.229909 0.312671 -2.11271
1.55715 0.208804 0.240745
-2.63437 0.318115 -2.01695
-2.63437 0.318115 -2.01695
2.46047 0.310453 1.3364
2.46047 0.310453 1.3364
-1.70478 0.280586 -2.61024
2.46047 0.310453 1.3364
0.194519 0.295643 0.406462
0.194511 0.295647 0.406462
0.194519 0.295643 0.406462
-1.42072 0.265926 -1.88515
-0.495969 0.293326 -2.6825
-2.63437 0.318115 -2.01695
-2.63437 0.318115 -2.01695
-2.63341 0.317677 -2.01683
-2.63341 0.317677 -2.01683
2.46047 0.310453 1.3364
-1.252 0.28152 0.84214
2.46047 0.310453 1.3364
0.151377 0.270748 -1.0179
2.46047 0.310453 1.3364
0.194519 0.295643 0.406462
-2.85001 0.51421 -2.04447
1.45964 0.150204 -0.0742678
-1.25972 0.296615 0.845558
2.46047 0.310453 1.3364
-2.63437 0.318115 -2.01695
-2.63554 0.318645 -2.0171
2.46047 0.310453 1.3364
2.46047 0.310453 1.3364
2.46047 0.310453 1.3364
-1.91402 0.2238 0.562121
0.19451 0.295648 0.406462
0.194519 0.295643 0.406462
0.194519 0.295643 0.406462
2.46495 0.297455 1.32023
-0.266209 0.299093 -2.11632
-1.25972 0.296615 0.845558
-1.76673 0.309354 2.08948
-2.63676 0.319206 -2.01726
-2.63437 0.318115 -2.01695
-1.23801 0.324031 2.35075
-2.63566 0.3187 -2.01711
2.46047 0.310453 1.3364
-2.63341 0.317677 -2.01683
-0.411862 0.301745 -0.377425
0.194519 0.295643 0.406462
-0.336925 0.30474 -2.72846
