1000 0.1
-1.35019 0.15001 -0.760485
-2.67403 0.15001 -1.3225
-0.823809 0.15001 -1.42684
-0.374556 0.15001 0.496105
-2.36921 0.15001 0.0673388
-2.56418 0.15001 -1.45808
-2.17661 0.15001 0.768831
-2.84999 0.15001 2.48808
-1.84291 0.15001 -1.08707
-2.28453 0.15001 0.426547
-1.95405 0.15001 -2.32355
-2.5044 0.15001 -1.29075
-2.02399 0.15001 -1.02754
-0.982373 0.15001 0.434172
-1.97721 0.15001 -0.392646
-1.57504 0.15001 -1.35518
-2.84999 0.15001 -1.29102
-1.22709 0.15001 -0.948149
-1.45461 0.15001 2.29747
-2.69182 0.15001 1.84177
-2.72019 0.15001 -0.896248
-2.21409 0.15001 0.144442
0.946126 0.15001 -0.0540477
-0.301732 0.15001 1.76859
-0.736653 0.15001 -1.06715
2.46804 0.15001 1.50289
-2.79136 0.15001 -2.5033
-2.53768 0.15001 0.336468
-2.50924 0.15001 0.489434
-1.98415 0.15001 2.84999
-2.83244 0.15001 -1.11238
-0.809619 0.15001 -0.485831
-1.67672 0.15001 -2.62767
-0.478819 0.15001 0.823757
-2.65984 0.15001 -1.16221
-2.36755 0.15001 1.27955
-1.47111 0.15001 0.897433
-2.10809 0.15001 0.28177
-2.7669 0.15001 0.126431
-1.19714 0.15001 -0.0736993
-2.48635 0.15001 -0.917014
0.165101 0.15001 0.573934
-2.62631 0.15001 -2.43497
-1.42421 0.15001 1.94434
1.60336 0.15001 1.20996
-0.678527 0.15001 1.85851
-0.498587 0.15001 0.656364
-2.02945 0.15001 0.884573
-1.10423 0.15001 0.0777045
-2.52968 0.15001 1.44812
-1.45914 0.15001 0.104041
-2.84999 0.15001 -2.32046
-2.00237 0.15001 -1.6385
-2.05457 0.15001 -0.228694
-1.42156 0.15001 -1.24392
-0.677635 0.274072 1.98136
-0.895158 0.15001 2.13659
-0.574706 0.15001 2.07529
-2.48284 0.15001 2.84999
-1.52193 0.15001 1.5546
-2.33843 0.15001 -1.79661
-1.87856 0.15001 -1.25709
-1.9466 0.15001 -0.776022
0.41035 0.15001 0.349303
-0.814773 0.15001 1.97511
-2.84999 0.15001 0.452682
-2.63626 0.15001 0.77889
-2.80615 0.15001 -0.605636
-1.80604 0.15001 2.84999
-2.51341 0.15001 0.907283
-0.519288 0.15001 -0.887212
-2.84999 0.15001 -1.62242
-1.7065 0.15001 -1.79438
-2.52246 0.15001 -0.276704
-0.482415 0.15001 -1.0552
-0.409759 0.304524 1.98549
1.32277 0.186276 0.379139
-1.6931 0.15001 2.27266
-2.58199 0.15001 0.102796
-2.84999 0.15001 1.41595
-1.92866 0.15001 -0.00294106
-1.39023 0.15001 -0.939407
-2.03303 0.15001 2.11278
-2.68254 0.15001 -1.93316
-1.6126 0.371966 -2.04197
-2.84999 0.15001 -0.776126
-2.19287 0.15001 -1.3531
-2.84999 0.15001 1.99179
-1.72635 0.15001 -0.461155
-2.84999 0.15001 -0.217586
-0.67311 0.15001 0.851967
-1.85684 0.15001 1.09024
-1.20224 0.15001 1.02803
-0.886715 0.15001 -2.06644
-2.35162 0.15001 -0.62723
-2.04463 0.15001 -2.17284
-1.75563 0.15001 -1.41027
-2.06232 0.15001 0.101828
-2.24338 0.15001 2.68071
-1.66669 0.15001 1.73492
-2.74395 0.15001 -1.48375
-1.06392 0.15001 -0.319164
-0.666545 0.15001 -0.595498
-1.26963 0.15001 -1.10624
-2.44298 0.15001 -2.84932
-0.494332 0.15001 1.91778
-1.37149 0.15001 1.43822
-0.401869 0.15001 2.5153
-0.593997 0.15001 2.51933
-1.28583 0.15001 1.79352
-2.18101 0.15001 -0.794257
2.37649 0.15001 1.11084
