1000 0.1
-2.84989 0.15001 -0.0601924
-2.35362 0.15001 0.725405
-1.31691 0.15001 0.734567
-2.67253 0.15001 0.597313
-2.5374 0.15001 1.00863
-0.890167 0.15001 1.71886
-2.43181 0.15001 2.35415
-2.58759 0.15001 2.28649
-2.31996 0.15001 2.50039
-2.42802 0.15001 2.67321
-2.69255 0.15001 -1.59472
-2.84642 0.15001 0.122147
-2.84997 0.15001 0.546401
-2.7365 0.15001 1.23735
-2.84999 0.15001 2.07569
-2.84999 0.15001 2.32277
-2.72266 0.15001 2.18539
-2.68567 0.15001 2.43879
-2.84999 0.15001 2.50471
-0.697246 0.15001 2.82829
-2.56998 0.15001 -1.40214
-2.45807 0.15001 0.27074
-2.83758 0.15001 0.313172
-2.09786 0.15001 1.31996
-2.83015 0.15001 0.727199
-2.70621 0.15001 1.01134
-0.702663 0.20093 2.18179
-2.27431 0.15001 2.28378
-2.60975 0.15001 2.6662
-2.84999 0.15001 2.84999
-2.73872 0.15001 -1.398
-2.65692 0.15001 0.25341
-2.84999 0.15001 1.10009
-2.84999 0.15001 1.88554
-2.84999 0.15001 1.56811
-2.77045 0.15001 1.72613
-2.70386 0.15001 1.99435
-2.84377 0.315928 1.97912
-2.84998 0.15001 2.67844
-2.16515 0.15001 2.84999
-2.6311 0.15001 -1.0391
-2.80742 0.15001 -0.672946
-2.70283 0.15001 -0.162644
-2.84999 0.15001 0.909238
-2.22151 0.15001 1.09841
-2.58557 0.15001 1.35278
-2.62163 0.15001 1.83739
-0.666929 0.389234 2.33418
-1.8655 0.15001 2.52478
-2.67879 0.15001 2.84999
-2.81256 0.15001 -1.07934
-2.84489 0.15001 -0.317656
-2.69845 0.15001 0.415095
-2.84999 0.15001 1.36943
-2.70168 0.15001 1.47577
-2.61874 0.15001 1.63847
-2.81136 0.302659 1.49734
-2.5582 0.15001 2.09726
-2.71961 0.431382 2.84158
-2.50701 0.15001 2.84999
-1.78122 0.15001 -2.09302
-2.65465 0.15001 0.0851752
-1.76064 0.15001 1.28298
-2.31115 0.15001 1.6096
